f,S11,S12 mag,S12 Fase,S22,R mag,Alfa,H12 mag,H12 fase,Coherencia
11337,0.07,0.1,-1.4,0.29,0.59,0.65,1.45,-1.4,0.49
11342,0.08,0.11,-1.62,0.27,0.51,0.74,1.29,-1.62,0.51
11347,0.05,0.08,-1.25,0.26,0.65,0.58,1.49,-1.25,0.48
11353,0.08,0.11,-1.51,0.29,0.57,0.68,1.38,-1.51,0.55
11358,0.07,0.09,-1.76,0.29,0.48,0.77,1.29,-1.76,0.39
11364,0.09,0.12,-1.68,0.3,0.51,0.73,1.32,-1.68,0.52
11369,0.1,0.12,-1.57,0.25,0.55,0.7,1.19,-1.57,0.58
11374,0.12,0.14,-1.58,0.25,0.54,0.7,1.13,-1.58,0.62
11380,0.09,0.14,-1.56,0.34,0.58,0.66,1.48,-1.56,0.61
11385,0.1,0.11,-1.75,0.25,0.49,0.76,1.15,-1.75,0.52
11391,0.11,0.14,-1.68,0.29,0.53,0.72,1.22,-1.68,0.59
11396,0.09,0.11,-1.75,0.26,0.51,0.74,1.22,-1.75,0.49
11401,0.13,0.17,-1.62,0.31,0.56,0.69,1.25,-1.62,0.67
11407,0.12,0.12,-1.73,0.22,0.52,0.73,1.02,-1.73,0.55
11412,0.12,0.13,-1.5,0.22,0.6,0.64,1.07,-1.5,0.61
11417,0.11,0.13,-1.58,0.25,0.58,0.66,1.14,-1.58,0.6
11423,0.13,0.15,-1.59,0.29,0.59,0.66,1.21,-1.59,0.64
11428,0.12,0.12,-1.72,0.22,0.54,0.71,1.03,-1.72,0.57
11434,0.1,0.11,-1.47,0.22,0.63,0.6,1.13,-1.47,0.57
11439,0.09,0.1,-1.47,0.2,0.63,0.6,1.09,-1.47,0.55
11444,0.11,0.1,-1.48,0.17,0.63,0.6,0.93,-1.48,0.56
11450,0.1,0.1,-1.34,0.17,0.68,0.54,0.99,-1.34,0.56
11455,0.11,0.12,-1.42,0.23,0.66,0.56,1.14,-1.42,0.62
11461,0.09,0.12,-1.33,0.24,0.7,0.51,1.27,-1.33,0.61
11466,0.1,0.12,-1.38,0.24,0.69,0.53,1.21,-1.38,0.62
11471,0.08,0.09,-1.35,0.2,0.7,0.51,1.16,-1.35,0.53
11477,0.09,0.13,-1.35,0.29,0.71,0.5,1.39,-1.35,0.62
11482,0.08,0.1,-1.26,0.2,0.73,0.47,1.18,-1.26,0.59
11487,0.1,0.12,-1.38,0.25,0.71,0.5,1.27,-1.38,0.63
11493,0.1,0.11,-1.49,0.22,0.68,0.54,1.13,-1.49,0.57
11498,0.09,0.12,-1.39,0.25,0.71,0.49,1.27,-1.39,0.6
11504,0.1,0.12,-1.3,0.22,0.73,0.46,1.19,-1.3,0.66
11509,0.11,0.14,-1.3,0.28,0.74,0.45,1.36,-1.3,0.69
11514,0.11,0.15,-1.35,0.3,0.74,0.45,1.37,-1.35,0.67
11520,0.07,0.1,-1.34,0.27,0.75,0.44,1.43,-1.34,0.54
11525,0.07,0.11,-1.09,0.26,0.81,0.35,1.52,-1.09,0.62
11531,0.07,0.1,-1.36,0.25,0.75,0.44,1.37,-1.36,0.54
11536,0.07,0.11,-1.46,0.3,0.74,0.46,1.46,-1.46,0.53
11541,0.06,0.09,-1.55,0.28,0.72,0.49,1.37,-1.55,0.43
11547,0.09,0.12,-1.52,0.29,0.73,0.47,1.39,-1.52,0.57
11552,0.07,0.11,-1.6,0.31,0.72,0.48,1.43,-1.6,0.5
11557,0.06,0.08,-1.65,0.28,0.71,0.5,1.36,-1.65,0.39
11563,0.07,0.08,-1.41,0.21,0.76,0.42,1.25,-1.41,0.49
11568,0.07,0.09,-1.6,0.27,0.73,0.47,1.33,-1.6,0.43
11574,0.06,0.08,-1.52,0.27,0.75,0.43,1.38,-1.52,0.41
11579,0.07,0.1,-1.71,0.3,0.72,0.48,1.37,-1.71,0.44
11584,0.07,0.1,-1.58,0.29,0.76,0.43,1.45,-1.58,0.48
11590,0.07,0.1,-1.73,0.29,0.72,0.47,1.35,-1.73,0.45
11595,0.07,0.1,-1.78,0.3,0.72,0.48,1.36,-1.78,0.43
11601,0.05,0.05,-2.25,0.29,0.57,0.68,1.17,-2.25,0.21
11606,0.06,0.07,-1.93,0.28,0.68,0.53,1.21,-1.93,0.31
11611,0.07,0.08,-1.97,0.24,0.68,0.54,1.1,-1.97,0.37
11617,0.07,0.06,-2.25,0.22,0.58,0.66,0.94,-2.25,0.28
11622,0.07,0.08,-2.15,0.28,0.64,0.59,1.16,-2.15,0.34
11627,0.08,0.11,-2.16,0.36,0.67,0.54,1.41,-2.16,0.43
11633,0.06,0.06,-2.34,0.2,0.58,0.66,0.87,-2.34,0.24
11638,0.08,0.1,-1.98,0.28,0.72,0.48,1.22,-1.98,0.45
11644,0.08,0.07,-2.18,0.21,0.66,0.56,0.93,-2.18,0.31
11649,0.08,0.08,-2.19,0.21,0.67,0.56,0.93,-2.19,0.34
11654,0.1,0.14,-2.15,0.35,0.71,0.5,1.33,-2.15,0.51
11660,0.09,0.09,-2.27,0.23,0.66,0.57,0.98,-2.27,0.39
11665,0.12,0.14,-2.03,0.31,0.75,0.44,1.23,-2.03,0.57
11670,0.1,0.11,-2.34,0.3,0.66,0.57,1.14,-2.34,0.42
11676,0.09,0.1,-2.34,0.29,0.67,0.55,1.12,-2.34,0.39
11681,0.1,0.11,-2.24,0.26,0.71,0.49,1.06,-2.24,0.44
11687,0.12,0.13,-2.34,0.31,0.7,0.52,1.15,-2.34,0.49
11692,0.12,0.13,-2.18,0.26,0.75,0.44,1.05,-2.18,0.51
11697,0.09,0.09,-2.24,0.25,0.74,0.45,1.07,-2.24,0.39
11703,0.09,0.11,-2.44,0.3,0.7,0.51,1.18,-2.44,0.43
11708,0.09,0.08,-2.43,0.22,0.71,0.5,0.94,-2.43,0.35
11714,0.13,0.14,-2.21,0.27,0.78,0.39,1.03,-2.21,0.52
11719,0.11,0.11,-2.19,0.23,0.8,0.36,0.95,-2.19,0.44
11724,0.08,0.08,-2.28,0.21,0.79,0.37,0.91,-2.28,0.33
11730,0.09,0.1,-2.47,0.27,0.75,0.43,1.08,-2.47,0.41
11735,0.11,0.1,-2.38,0.2,0.8,0.36,0.86,-2.38,0.41
11740,0.14,0.15,-2.26,0.28,0.83,0.31,1.04,-2.26,0.55
11746,0.1,0.1,-2.39,0.23,0.82,0.33,0.97,-2.39,0.4
11751,0.13,0.14,-2.31,0.3,0.85,0.28,1.1,-2.31,0.52
11757,0.11,0.11,-2.45,0.23,0.84,0.3,0.93,-2.45,0.43
11762,0.11,0.11,-2.46,0.25,0.85,0.28,1.0,-2.46,0.44
11767,0.11,0.11,-2.24,0.26,0.9,0.19,1.06,-2.24,0.46
11773,0.11,0.1,-2.35,0.24,0.9,0.19,0.98,-2.35,0.42
11778,0.12,0.12,-2.51,0.27,0.9,0.2,1.01,-2.51,0.48
11784,0.13,0.13,-2.63,0.24,0.9,0.2,0.94,-2.63,0.49
11789,0.12,0.12,-2.3,0.25,0.95,0.09,1.01,-2.3,0.48
11794,0.12,0.09,-2.38,0.18,0.97,0.06,0.8,-2.38,0.4
11800,0.15,0.14,-2.28,0.25,0.98,0.03,0.96,-2.28,0.54
11805,0.13,0.13,-2.31,0.28,1.0,-0.0,1.06,-2.31,0.51
11810,0.1,0.1,-2.41,0.26,1.02,-0.04,1.03,-2.41,0.41
11816,0.11,0.11,-2.23,0.23,1.03,-0.06,0.96,-2.23,0.47
11821,0.12,0.1,-2.4,0.21,1.06,-0.11,0.88,-2.4,0.43
11827,0.1,0.12,-2.31,0.28,1.07,-0.14,1.14,-2.31,0.48
11832,0.1,0.1,-2.56,0.24,1.13,-0.27,0.96,-2.56,0.39
11837,0.15,0.13,-2.54,0.23,1.14,-0.31,0.89,-2.54,0.5
11843,0.14,0.13,-2.47,0.26,1.15,-0.33,0.96,-2.47,0.5
11848,0.12,0.09,-2.51,0.18,1.16,-0.35,0.77,-2.51,0.38
11854,0.12,0.11,-2.86,0.22,1.46,-1.15,0.89,-2.86,0.43
11859,0.14,0.11,-2.4,0.2,1.19,-0.41,0.82,-2.4,0.46
11864,0.12,0.11,-2.49,0.21,1.25,-0.55,0.86,-2.49,0.43
11870,0.13,0.12,-2.38,0.23,1.24,-0.53,0.91,-2.38,0.47
11875,0.17,0.17,-2.44,0.29,1.29,-0.66,0.99,-2.44,0.58
11880,0.11,0.1,-2.42,0.21,1.29,-0.68,0.87,-2.42,0.4
11886,0.13,0.11,-2.3,0.2,1.26,-0.6,0.86,-2.3,0.47
11891,0.09,0.08,-2.36,0.21,1.32,-0.75,0.95,-2.36,0.37
11897,0.09,0.09,-2.57,0.22,1.52,-1.3,0.96,-2.57,0.38
11902,0.15,0.14,-2.35,0.26,1.36,-0.86,0.96,-2.35,0.54
11907,0.15,0.15,-2.36,0.27,1.4,-0.95,0.99,-2.36,0.55
11913,0.11,0.09,-2.23,0.18,1.33,-0.76,0.84,-2.23,0.42
11918,0.11,0.12,-2.29,0.27,1.39,-0.94,1.09,-2.29,0.49
11924,0.11,0.1,-2.33,0.22,1.45,-1.1,0.94,-2.33,0.43
11929,0.14,0.13,-2.44,0.23,1.57,-1.47,0.93,-2.44,0.5
11934,0.13,0.14,-2.42,0.29,1.58,-1.49,1.09,-2.42,0.52
11940,0.1,0.11,-2.44,0.26,1.64,-1.68,1.08,-2.44,0.44
11945,0.12,0.13,-2.61,0.27,2.01,-3.05,1.07,-2.61,0.5
11950,0.13,0.14,-2.57,0.29,1.95,-2.79,1.09,-2.57,0.51
11956,0.12,0.15,-2.4,0.33,1.64,-1.7,1.2,-2.4,0.53
11961,0.12,0.16,-2.35,0.37,1.57,-1.47,1.3,-2.35,0.55
11967,0.1,0.11,-2.58,0.27,2.15,-3.6,1.09,-2.58,0.44
11972,0.11,0.14,-2.36,0.35,1.65,-1.73,1.26,-2.36,0.53
11977,0.08,0.1,-2.39,0.32,1.7,-1.9,1.28,-2.39,0.4
11983,0.09,0.1,-2.54,0.29,2.13,-3.52,1.14,-2.54,0.4
11988,0.11,0.15,-2.5,0.38,1.85,-2.44,1.32,-2.5,0.53
11993,0.09,0.12,-2.61,0.38,1.97,-2.88,1.36,-2.61,0.43
11999,0.07,0.1,-2.61,0.4,1.81,-2.28,1.47,-2.61,0.37
12004,0.08,0.11,-2.67,0.4,1.89,-2.56,1.46,-2.67,0.41
12010,0.09,0.11,-2.78,0.34,2.73,-6.46,1.25,-2.78,0.43
12015,0.08,0.12,-2.84,0.42,1.76,-2.1,1.48,-2.84,0.4
12020,0.09,0.12,-3.12,0.34,1.12,-0.25,1.24,-3.12,0.42
12026,0.09,0.12,-3.12,0.37,1.09,-0.18,1.28,-3.12,0.42
12031,0.11,0.16,-2.94,0.43,1.72,-1.96,1.4,-2.94,0.52
12037,0.09,0.1,-3.03,0.32,1.76,-2.11,1.18,-3.03,0.37
12042,0.11,0.17,-3.11,0.51,1.08,-0.16,1.55,-3.11,0.52
12047,0.09,0.09,2.97,0.26,0.32,0.9,1.03,2.97,0.35
12053,0.1,0.13,2.99,0.41,0.66,0.57,1.4,2.99,0.46
12058,0.13,0.19,2.91,0.46,0.54,0.71,1.39,2.91,0.56
12063,0.09,0.12,2.99,0.36,0.57,0.68,1.27,2.99,0.42
12069,0.13,0.18,3.02,0.45,0.69,0.52,1.39,3.02,0.55
12074,0.13,0.16,2.88,0.38,0.38,0.85,1.26,2.88,0.53
12080,0.12,0.15,2.9,0.38,0.43,0.82,1.27,2.9,0.51
12085,0.13,0.17,2.83,0.43,0.41,0.83,1.34,2.83,0.54
12090,0.14,0.22,2.83,0.54,0.53,0.72,1.52,2.83,0.61
12096,0.14,0.19,2.75,0.43,0.34,0.88,1.31,2.75,0.57
12101,0.16,0.23,2.77,0.53,0.44,0.81,1.44,2.77,0.63
12107,0.16,0.2,2.74,0.42,0.28,0.92,1.25,2.74,0.59
12112,0.16,0.2,2.65,0.41,0.26,0.93,1.25,2.65,0.59
12117,0.18,0.22,2.74,0.41,0.2,0.96,1.18,2.74,0.62
12123,0.19,0.22,2.69,0.41,0.18,0.97,1.16,2.69,0.64
12128,0.18,0.24,2.73,0.48,0.31,0.9,1.3,2.73,0.65
12133,0.18,0.23,2.68,0.46,0.26,0.93,1.26,2.68,0.64
12139,0.24,0.26,2.72,0.43,0.13,0.98,1.11,2.72,0.68
12144,0.19,0.24,2.66,0.47,0.25,0.94,1.26,2.66,0.66
12150,0.14,0.17,2.7,0.35,0.18,0.97,1.17,2.7,0.56
12155,0.24,0.28,2.57,0.47,0.19,0.96,1.17,2.57,0.7
12160,0.22,0.26,2.68,0.46,0.19,0.96,1.19,2.68,0.67
12166,0.18,0.2,2.51,0.36,0.18,0.97,1.11,2.51,0.62
12171,0.24,0.29,2.59,0.51,0.22,0.95,1.23,2.59,0.7
12177,0.25,0.32,2.57,0.57,0.25,0.94,1.29,2.57,0.73
12182,0.25,0.3,2.53,0.49,0.18,0.97,1.18,2.53,0.71
12187,0.21,0.27,2.58,0.52,0.26,0.93,1.31,2.58,0.69
12193,0.25,0.28,2.59,0.44,0.11,0.99,1.11,2.59,0.7
12198,0.28,0.34,2.44,0.54,0.22,0.95,1.19,2.44,0.75
12203,0.25,0.31,2.4,0.52,0.24,0.94,1.22,2.4,0.73
12209,0.31,0.34,2.43,0.5,0.17,0.97,1.1,2.43,0.75
12214,0.26,0.28,2.41,0.43,0.17,0.97,1.09,2.41,0.71
12220,0.24,0.28,2.37,0.47,0.22,0.95,1.17,2.37,0.71
12225,0.34,0.35,2.38,0.48,0.17,0.97,1.04,2.38,0.76
12230,0.29,0.31,2.39,0.45,0.16,0.98,1.05,2.39,0.73
12236,0.27,0.25,2.35,0.33,0.19,0.97,0.93,2.35,0.68
12241,0.26,0.24,2.34,0.34,0.18,0.97,0.94,2.34,0.68
12247,0.26,0.26,2.39,0.36,0.13,0.98,0.97,2.39,0.69
12252,0.3,0.29,2.36,0.37,0.15,0.98,0.94,2.36,0.71
12257,0.31,0.31,2.24,0.42,0.22,0.95,1.0,2.24,0.75
12263,0.32,0.31,2.47,0.41,0.06,1.0,0.96,2.47,0.73
12268,0.29,0.27,2.36,0.34,0.15,0.98,0.91,2.36,0.7
12273,0.3,0.28,2.35,0.37,0.13,0.98,0.95,2.35,0.71
12279,0.38,0.35,2.39,0.43,0.11,0.99,0.92,2.39,0.76
12284,0.25,0.22,2.51,0.31,0.08,0.99,0.91,2.51,0.66
12290,0.3,0.26,2.39,0.33,0.14,0.98,0.86,2.39,0.7
12295,0.26,0.24,2.45,0.33,0.06,1.0,0.94,2.45,0.68
12300,0.34,0.32,2.39,0.4,0.09,0.99,0.93,2.39,0.74
12306,0.33,0.28,2.39,0.33,0.15,0.98,0.84,2.39,0.71
12311,0.34,0.3,2.32,0.36,0.14,0.98,0.88,2.32,0.73
12316,0.26,0.22,2.31,0.28,0.16,0.97,0.85,2.31,0.66
12322,0.29,0.28,2.3,0.37,0.11,0.99,0.96,2.3,0.73
12327,0.34,0.32,2.24,0.4,0.15,0.98,0.94,2.24,0.76
12333,0.38,0.32,2.23,0.35,0.19,0.96,0.83,2.23,0.75
12338,0.31,0.25,2.27,0.29,0.19,0.96,0.8,2.27,0.69
12343,0.46,0.38,2.3,0.4,0.17,0.97,0.82,2.3,0.78
12349,0.34,0.26,2.24,0.29,0.21,0.96,0.78,2.24,0.71
12354,0.36,0.28,2.28,0.31,0.19,0.96,0.78,2.28,0.72
12360,0.24,0.2,2.21,0.25,0.18,0.97,0.83,2.21,0.65
12365,0.34,0.28,2.25,0.32,0.16,0.97,0.83,2.25,0.73
12370,0.39,0.32,2.21,0.35,0.18,0.97,0.82,2.21,0.76
12376,0.36,0.27,2.21,0.29,0.21,0.96,0.76,2.21,0.72
12381,0.39,0.29,2.27,0.29,0.22,0.95,0.74,2.27,0.72
12386,0.44,0.33,2.3,0.33,0.2,0.96,0.75,2.3,0.75
12392,0.58,0.42,2.38,0.39,0.23,0.95,0.73,2.38,0.79
12397,0.45,0.31,2.44,0.3,0.26,0.93,0.7,2.44,0.73
12403,0.49,0.35,2.39,0.34,0.23,0.95,0.72,2.39,0.75
12408,0.51,0.35,2.31,0.31,0.26,0.93,0.68,2.31,0.76
12413,0.46,0.29,2.36,0.25,0.32,0.9,0.62,2.36,0.71
12419,0.45,0.3,2.41,0.28,0.28,0.92,0.67,2.41,0.71
12424,0.5,0.36,2.52,0.35,0.28,0.92,0.73,2.52,0.75
12430,0.46,0.35,2.43,0.36,0.21,0.96,0.76,2.43,0.76
12435,0.51,0.39,2.47,0.38,0.23,0.95,0.76,2.47,0.77
12440,0.57,0.43,2.45,0.41,0.23,0.95,0.76,2.45,0.79
12446,0.46,0.37,2.52,0.39,0.23,0.95,0.81,2.52,0.77
12451,0.54,0.44,2.34,0.44,0.14,0.98,0.81,2.34,0.82
12456,0.7,0.53,2.52,0.48,0.27,0.93,0.75,2.52,0.83
12462,0.48,0.39,2.5,0.4,0.23,0.95,0.8,2.5,0.77
12467,0.39,0.34,2.48,0.38,0.19,0.96,0.86,2.48,0.75
12473,0.5,0.41,2.35,0.42,0.15,0.98,0.82,2.35,0.8
12478,0.64,0.54,2.37,0.54,0.14,0.98,0.84,2.37,0.84
12483,0.49,0.38,2.32,0.38,0.17,0.97,0.78,2.32,0.78
12489,0.6,0.46,2.34,0.44,0.19,0.97,0.77,2.34,0.82
12494,0.48,0.4,2.3,0.41,0.13,0.98,0.83,2.3,0.79
12500,0.52,0.45,2.35,0.48,0.13,0.98,0.87,2.35,0.81
12505,0.41,0.33,2.47,0.35,0.23,0.95,0.8,2.47,0.75
12510,0.51,0.37,2.37,0.35,0.23,0.95,0.73,2.37,0.77
12516,0.55,0.45,2.38,0.45,0.18,0.97,0.81,2.38,0.81
12521,0.38,0.33,2.31,0.36,0.13,0.98,0.86,2.31,0.76
12526,0.45,0.37,2.36,0.4,0.17,0.97,0.83,2.36,0.78
12532,0.41,0.33,2.22,0.34,0.14,0.98,0.8,2.22,0.77
12537,0.43,0.34,2.47,0.36,0.26,0.93,0.79,2.47,0.76
12543,0.41,0.33,2.41,0.35,0.22,0.95,0.81,2.41,0.75
12548,0.48,0.35,2.32,0.33,0.23,0.95,0.72,2.32,0.77
12553,0.51,0.42,2.33,0.44,0.17,0.97,0.83,2.33,0.81
12559,0.5,0.35,2.33,0.32,0.25,0.94,0.7,2.33,0.77
12564,0.47,0.36,2.33,0.35,0.21,0.96,0.76,2.33,0.78
12570,0.47,0.33,2.44,0.31,0.31,0.91,0.7,2.44,0.75
12575,0.42,0.31,2.37,0.31,0.24,0.94,0.75,2.37,0.74
12580,0.43,0.31,2.47,0.3,0.32,0.9,0.72,2.47,0.73
12586,0.42,0.34,2.4,0.36,0.23,0.95,0.81,2.4,0.77
12591,0.42,0.35,2.57,0.38,0.34,0.88,0.83,2.57,0.76
12596,0.34,0.29,2.44,0.34,0.25,0.94,0.85,2.44,0.73
12602,0.45,0.37,2.34,0.39,0.2,0.96,0.82,2.34,0.79
12607,0.34,0.28,2.56,0.32,0.35,0.88,0.82,2.56,0.72
12613,0.22,0.21,2.6,0.29,0.37,0.87,0.92,2.6,0.65
12618,0.21,0.21,2.43,0.31,0.23,0.95,1.0,2.43,0.66
12623,0.21,0.21,2.2,0.31,0.09,0.99,1.0,2.2,0.67
12629,0.18,0.16,2.21,0.24,0.11,0.99,0.91,2.21,0.6
12634,0.17,0.16,2.14,0.26,0.06,1.0,0.97,2.14,0.62
12639,0.18,0.18,2.0,0.28,0.02,1.0,1.02,2.0,0.65
12645,0.22,0.21,1.95,0.29,0.05,1.0,0.94,1.95,0.7
12650,0.29,0.24,1.98,0.28,0.09,0.99,0.85,1.98,0.72
12656,0.25,0.24,2.04,0.32,0.02,1.0,0.97,2.04,0.73
12661,0.21,0.18,2.0,0.23,0.1,0.99,0.83,2.0,0.65
12666,0.19,0.16,1.87,0.21,0.11,0.99,0.85,1.87,0.65
12672,0.17,0.14,1.98,0.2,0.1,0.99,0.83,1.98,0.6
12677,0.28,0.23,1.95,0.27,0.1,0.99,0.83,1.95,0.72
12683,0.17,0.14,1.99,0.19,0.11,0.99,0.82,1.99,0.6
12688,0.22,0.16,1.92,0.19,0.16,0.97,0.75,1.92,0.64
12693,0.16,0.13,1.79,0.17,0.15,0.98,0.8,1.79,0.61
12699,0.24,0.16,1.94,0.17,0.22,0.95,0.66,1.94,0.62
12704,0.22,0.16,2.15,0.19,0.21,0.96,0.73,2.15,0.61
12709,0.21,0.14,1.82,0.15,0.21,0.96,0.68,1.82,0.62
12715,0.22,0.16,1.87,0.19,0.14,0.98,0.76,1.87,0.65
12720,0.27,0.21,1.9,0.23,0.14,0.98,0.77,1.9,0.7
12726,0.22,0.15,1.93,0.17,0.2,0.96,0.68,1.93,0.6
12731,0.21,0.14,1.91,0.17,0.19,0.96,0.7,1.91,0.6
12736,0.25,0.18,1.9,0.2,0.16,0.97,0.73,1.9,0.68
12742,0.25,0.2,2.1,0.24,0.16,0.97,0.8,2.1,0.68
12747,0.23,0.18,1.92,0.21,0.13,0.98,0.78,1.92,0.66
12753,0.18,0.12,1.91,0.15,0.2,0.96,0.68,1.91,0.56
12758,0.16,0.11,1.85,0.14,0.21,0.95,0.66,1.85,0.53
12763,0.17,0.11,1.91,0.14,0.23,0.95,0.65,1.91,0.53
12769,0.22,0.16,1.76,0.17,0.18,0.97,0.72,1.76,0.66
12774,0.14,0.09,1.95,0.13,0.2,0.96,0.69,1.95,0.49
12779,0.18,0.12,1.9,0.14,0.21,0.96,0.67,1.9,0.55
12785,0.14,0.09,1.77,0.11,0.25,0.94,0.61,1.77,0.48
12790,0.14,0.09,1.86,0.12,0.24,0.94,0.62,1.86,0.47
12796,0.15,0.09,1.88,0.12,0.25,0.94,0.62,1.88,0.47
12801,0.11,0.07,1.89,0.1,0.28,0.92,0.58,1.89,0.37
12806,0.13,0.07,1.82,0.09,0.33,0.89,0.51,1.82,0.37
12812,0.17,0.11,2.05,0.13,0.28,0.92,0.62,2.05,0.5
12817,0.13,0.09,1.82,0.12,0.2,0.96,0.68,1.82,0.49
12823,0.11,0.07,1.96,0.11,0.25,0.94,0.64,1.96,0.4
12828,0.14,0.08,1.93,0.11,0.28,0.92,0.59,1.93,0.43
12833,0.14,0.07,1.91,0.09,0.34,0.89,0.51,1.91,0.39
12839,0.11,0.07,2.08,0.12,0.3,0.91,0.62,2.08,0.36
12844,0.11,0.07,1.92,0.11,0.27,0.93,0.6,1.92,0.37
12849,0.1,0.05,1.7,0.07,0.36,0.87,0.48,1.7,0.29
12855,0.09,0.04,2.05,0.08,0.41,0.84,0.47,2.05,0.23
12860,0.08,0.04,1.77,0.08,0.37,0.86,0.47,1.77,0.24
12866,0.07,0.05,1.73,0.11,0.19,0.96,0.69,1.73,0.31
12871,0.07,0.05,1.83,0.12,0.17,0.97,0.73,1.83,0.34
12876,0.08,0.05,1.6,0.08,0.28,0.92,0.57,1.6,0.32
12882,0.06,0.03,1.45,0.07,0.34,0.88,0.52,1.45,0.24
12887,0.08,0.04,1.55,0.08,0.29,0.91,0.56,1.55,0.29
12893,0.07,0.04,1.61,0.09,0.26,0.93,0.59,1.61,0.28
12898,0.06,0.03,1.57,0.07,0.35,0.88,0.49,1.57,0.21
12903,0.08,0.05,1.52,0.09,0.23,0.95,0.64,1.52,0.38
12909,0.07,0.04,1.56,0.08,0.28,0.92,0.57,1.56,0.29
12914,0.05,0.03,1.46,0.09,0.24,0.94,0.65,1.46,0.24
12919,0.06,0.04,1.29,0.08,0.26,0.93,0.7,1.29,0.35
12925,0.07,0.05,1.66,0.1,0.2,0.96,0.67,1.66,0.35
12930,0.09,0.05,1.37,0.07,0.31,0.9,0.56,1.37,0.38
12936,0.08,0.04,1.37,0.07,0.33,0.89,0.53,1.37,0.34
12941,0.08,0.04,1.55,0.07,0.38,0.86,0.46,1.55,0.26
12946,0.1,0.04,1.85,0.07,0.46,0.79,0.38,1.85,0.22
12952,0.11,0.05,1.8,0.08,0.33,0.89,0.52,1.8,0.34
12957,0.07,0.04,2.1,0.09,0.4,0.84,0.53,2.1,0.23
12962,0.1,0.06,2.03,0.11,0.32,0.9,0.62,2.03,0.36
12968,0.08,0.03,2.8,0.09,0.78,0.39,0.41,2.8,0.14
12973,0.03,0.01,0.69,0.08,0.78,0.39,0.2,0.69,0.02
12979,0.04,0.01,1.57,0.09,0.43,0.81,0.4,1.57,0.06
12984,0.04,0.04,1.26,0.14,0.17,0.97,1.11,1.26,0.31
12989,0.03,0.02,0.72,0.1,0.5,0.75,0.64,0.72,0.12
12995,0.03,0.03,0.48,0.1,0.6,0.64,1.12,0.48,0.39
13000,0.04,0.06,0.75,0.13,0.45,0.8,1.27,0.75,0.56
13006,0.05,0.06,0.81,0.1,0.39,0.85,1.06,0.81,0.6
13011,0.06,0.05,0.94,0.09,0.32,0.9,0.88,0.94,0.53
13016,0.05,0.04,0.87,0.08,0.36,0.87,0.86,0.87,0.48
13022,0.05,0.04,0.91,0.07,0.35,0.88,0.78,0.91,0.39
13027,0.06,0.05,0.93,0.08,0.32,0.9,0.83,0.93,0.54
13032,0.07,0.05,0.85,0.07,0.37,0.86,0.77,0.85,0.55
13038,0.07,0.06,1.19,0.11,0.16,0.97,0.91,1.19,0.52
13043,0.08,0.06,1.09,0.09,0.25,0.94,0.75,1.09,0.54
13049,0.06,0.04,1.16,0.08,0.24,0.94,0.71,1.16,0.38
13054,0.05,0.05,1.08,0.1,0.21,0.96,0.96,1.08,0.46
13059,0.07,0.05,1.1,0.08,0.22,0.95,0.82,1.1,0.53
13065,0.06,0.06,1.35,0.11,0.07,1.0,0.92,1.35,0.47
13070,0.08,0.08,1.18,0.14,0.15,0.98,1.07,1.18,0.64
13076,0.09,0.08,1.36,0.12,0.1,0.99,0.84,1.36,0.55
13081,0.06,0.06,1.46,0.14,0.01,1.0,1.0,1.46,0.46
13086,0.06,0.06,1.41,0.12,0.04,1.0,0.92,1.41,0.45
13092,0.05,0.05,1.54,0.13,0.07,1.0,0.92,1.54,0.34
13097,0.05,0.07,1.18,0.17,0.17,0.97,1.26,1.18,0.49
13102,0.05,0.05,0.93,0.12,0.27,0.93,1.15,0.93,0.51
13108,0.04,0.04,1.0,0.11,0.22,0.95,1.09,1.0,0.38
13113,0.06,0.07,0.91,0.15,0.3,0.91,1.29,0.91,0.62
13119,0.05,0.08,0.96,0.18,0.3,0.91,1.41,0.96,0.61
13124,0.04,0.06,0.9,0.16,0.32,0.9,1.39,0.9,0.52
13129,0.03,0.04,0.62,0.16,0.48,0.77,1.44,0.62,0.37
13135,0.03,0.04,0.37,0.12,0.64,0.58,1.38,0.37,0.46
13140,0.03,0.04,0.18,0.1,0.81,0.34,1.43,0.18,0.55
13146,0.04,0.05,0.01,0.09,0.99,0.02,1.4,0.01,0.78
13151,0.04,0.05,-0.07,0.08,1.09,-0.19,1.26,-0.07,0.8
13156,0.04,0.05,-0.04,0.07,1.06,-0.12,1.13,-0.04,0.81
13162,0.05,0.06,-0.05,0.07,1.07,-0.14,1.08,-0.05,0.84
13167,0.07,0.07,-0.11,0.08,1.15,-0.32,0.98,-0.11,0.85
13172,0.06,0.05,-0.09,0.06,1.12,-0.26,0.91,-0.09,0.8
13178,0.06,0.04,-0.11,0.05,1.15,-0.31,0.73,-0.11,0.68
13183,0.06,0.04,0.06,0.04,0.94,0.12,0.65,0.06,0.61
13189,0.07,0.04,0.08,0.04,0.91,0.16,0.57,0.08,0.54
13194,0.07,0.04,0.37,0.04,0.66,0.57,0.61,0.37,0.55
13199,0.07,0.04,0.23,0.04,0.78,0.39,0.54,0.23,0.51
13205,0.07,0.05,0.44,0.05,0.59,0.65,0.65,0.44,0.6
13210,0.1,0.06,0.5,0.06,0.55,0.7,0.63,0.5,0.68
