f,S11,S12 mag,S12 Fase,S22,R mag,Alfa,H12 mag,H12 fase,Coherencia
12984,0.05,0.05,2.86,0.21,0.75,0.43,0.93,2.86,0.23
12989,0.05,0.05,2.74,0.26,0.66,0.56,1.01,2.74,0.18
12995,0.09,0.15,2.1,0.41,0.37,0.87,1.62,2.1,0.58
13000,0.09,0.12,2.24,0.29,0.38,0.86,1.3,2.24,0.55
13006,0.12,0.13,2.4,0.23,0.45,0.8,1.07,2.4,0.6
13011,0.11,0.13,2.65,0.27,0.61,0.62,1.19,2.65,0.56
13016,0.09,0.12,2.83,0.31,0.74,0.45,1.29,2.83,0.49
13022,0.07,0.08,2.69,0.22,0.64,0.59,1.09,2.69,0.4
13027,0.04,0.04,2.44,0.25,0.49,0.76,0.93,2.44,0.15
13032,0.06,0.07,2.18,0.31,0.37,0.86,1.34,2.18,0.32
13038,0.06,0.07,2.24,0.26,0.39,0.85,1.19,2.24,0.31
13043,0.06,0.07,2.16,0.26,0.35,0.87,1.23,2.16,0.35
13049,0.04,0.04,1.93,0.24,0.22,0.95,1.05,1.93,0.18
13054,0.06,0.08,1.99,0.27,0.29,0.92,1.31,1.99,0.38
13059,0.07,0.11,1.97,0.32,0.31,0.9,1.49,1.97,0.49
13065,0.08,0.11,2.03,0.29,0.31,0.9,1.33,2.03,0.5
13070,0.08,0.12,2.2,0.33,0.41,0.83,1.42,2.2,0.51
13076,0.06,0.09,2.7,0.32,0.68,0.54,1.34,2.7,0.36
13081,0.05,0.06,2.65,0.39,0.65,0.57,1.34,2.65,0.21
13086,0.04,0.04,2.92,0.34,0.82,0.33,0.98,2.92,0.12
13092,0.04,0.06,-2.92,0.5,1.2,-0.44,1.51,-2.92,0.19
13097,0.03,0.01,-2.87,0.5,1.11,-0.23,0.21,-2.87,0.0
13102,0.03,0.01,0.77,0.6,0.58,0.66,0.38,0.77,0.01
13108,0.03,0.01,-0.25,0.44,1.09,-0.19,0.18,-0.25,0.0
13113,0.03,0.04,-0.15,0.52,1.19,-0.42,1.3,-0.15,0.1
13119,0.03,0.06,-0.45,0.56,1.58,-1.5,1.73,-0.45,0.17
13124,0.03,0.05,-1.06,0.45,3.72,-12.85,1.5,-1.06,0.17
13129,0.05,0.12,-1.4,0.69,2.44,-4.98,2.35,-1.4,0.42
13135,0.05,0.09,-1.05,0.38,2.79,-6.77,1.86,-1.05,0.44
13140,0.05,0.08,-1.08,0.26,3.79,-13.35,1.52,-1.08,0.46
13146,0.1,0.15,-0.99,0.3,3.58,-11.78,1.46,-0.99,0.72
13151,0.09,0.12,-1.0,0.23,4.12,-15.94,1.33,-1.0,0.68
13156,0.13,0.16,-0.85,0.24,3.43,-10.76,1.21,-0.85,0.79
13162,0.1,0.11,-0.7,0.18,2.66,-6.09,1.16,-0.7,0.74
13167,0.12,0.15,-0.79,0.23,3.07,-8.4,1.23,-0.79,0.8
13172,0.11,0.13,-0.74,0.21,2.83,-7.02,1.22,-0.74,0.78
13178,0.13,0.14,-0.85,0.18,3.8,-13.46,1.06,-0.85,0.81
13183,0.1,0.1,-0.82,0.14,3.64,-12.28,1.01,-0.82,0.75
13189,0.15,0.15,-1.01,0.18,6.22,-37.65,0.98,-1.01,0.81
13194,0.14,0.14,-1.13,0.18,11.51,-131.5,1.0,-1.13,0.78
13199,0.14,0.11,-1.16,0.12,6.81,-45.38,0.78,-1.16,0.73
13205,0.11,0.08,-1.15,0.08,4.81,-22.17,0.69,-1.15,0.65
13210,0.16,0.1,-1.18,0.09,3.92,-14.33,0.62,-1.18,0.71
13216,0.18,0.11,-1.23,0.1,4.2,-16.67,0.63,-1.23,0.72
13221,0.18,0.13,-1.24,0.12,5.08,-24.81,0.69,-1.24,0.75
13226,0.16,0.09,-1.26,0.08,3.62,-12.12,0.58,-1.26,0.66
13232,0.18,0.1,-1.4,0.09,3.49,-11.16,0.58,-1.4,0.64
13237,0.19,0.12,-1.55,0.12,3.78,-13.28,0.65,-1.55,0.67
13242,0.12,0.09,-1.74,0.11,3.34,-10.17,0.72,-1.74,0.56
13248,0.12,0.05,-1.85,0.07,2.16,-3.68,0.47,-1.85,0.37
13253,0.2,0.1,-2.16,0.09,1.8,-2.25,0.48,-2.16,0.53
13259,0.27,0.15,-2.51,0.14,1.49,-1.21,0.56,-2.51,0.62
13264,0.25,0.12,-2.53,0.11,1.43,-1.03,0.49,-2.53,0.56
13269,0.22,0.11,-2.51,0.1,1.44,-1.08,0.49,-2.51,0.53
13275,0.21,0.11,-2.74,0.11,1.27,-0.6,0.52,-2.74,0.52
13280,0.22,0.12,-2.94,0.12,1.13,-0.27,0.52,-2.94,0.52
13285,0.25,0.12,3.11,0.11,0.98,0.04,0.49,3.11,0.54
13291,0.25,0.15,2.9,0.15,0.87,0.25,0.59,2.9,0.6
13296,0.23,0.12,3.03,0.12,0.94,0.12,0.53,3.03,0.55
13302,0.19,0.1,2.84,0.11,0.84,0.29,0.54,2.84,0.49
13307,0.16,0.09,2.78,0.11,0.81,0.34,0.58,2.78,0.47
13312,0.14,0.08,2.59,0.1,0.73,0.47,0.54,2.59,0.42
13318,0.15,0.08,2.76,0.11,0.81,0.35,0.57,2.76,0.45
13323,0.16,0.1,2.49,0.12,0.67,0.55,0.61,2.49,0.5
13329,0.19,0.14,2.63,0.17,0.73,0.47,0.73,2.63,0.59
13334,0.19,0.16,2.41,0.22,0.62,0.62,0.85,2.41,0.64
13339,0.2,0.18,2.22,0.23,0.53,0.71,0.9,2.22,0.69
13345,0.16,0.16,2.22,0.24,0.54,0.71,0.98,2.22,0.64
13350,0.17,0.17,2.28,0.26,0.57,0.68,1.0,2.28,0.66
13355,0.14,0.15,2.19,0.24,0.53,0.72,1.02,2.19,0.62
13361,0.19,0.2,2.05,0.29,0.47,0.78,1.03,2.05,0.71
13366,0.14,0.14,1.87,0.23,0.39,0.85,1.04,1.87,0.64
13372,0.12,0.13,1.69,0.23,0.32,0.9,1.12,1.69,0.63
13377,0.16,0.18,1.66,0.28,0.31,0.9,1.13,1.66,0.71
13382,0.13,0.15,1.67,0.26,0.32,0.9,1.15,1.67,0.66
13388,0.15,0.17,1.73,0.3,0.36,0.87,1.19,1.73,0.7
13393,0.15,0.16,1.6,0.23,0.29,0.91,1.05,1.6,0.72
13399,0.15,0.19,1.61,0.32,0.31,0.9,1.23,1.61,0.72
13404,0.14,0.18,1.51,0.32,0.29,0.92,1.27,1.51,0.72
13409,0.12,0.17,1.46,0.36,0.3,0.91,1.45,1.46,0.7
13415,0.11,0.15,1.59,0.3,0.33,0.89,1.33,1.59,0.66
13420,0.08,0.11,1.4,0.27,0.28,0.92,1.4,1.4,0.56
13425,0.07,0.1,1.31,0.3,0.28,0.92,1.52,1.31,0.5
13431,0.06,0.1,1.28,0.35,0.32,0.9,1.67,1.28,0.49
13436,0.06,0.09,0.89,0.3,0.29,0.92,1.61,0.89,0.5
13442,0.06,0.1,0.74,0.31,0.36,0.87,1.69,0.74,0.54
13447,0.06,0.11,0.71,0.38,0.42,0.83,1.86,0.71,0.54
13452,0.05,0.1,0.14,0.38,0.84,0.29,1.93,0.14,0.51
13458,0.06,0.11,0.08,0.3,0.89,0.2,1.74,0.08,0.62
13463,0.05,0.09,-0.14,0.31,1.23,-0.5,1.74,-0.14,0.54
13469,0.06,0.09,-0.25,0.24,1.49,-1.21,1.55,-0.25,0.58
13474,0.07,0.12,-0.39,0.3,1.82,-2.3,1.66,-0.39,0.66
13479,0.09,0.14,-0.55,0.31,2.4,-4.78,1.59,-0.55,0.72
13485,0.07,0.11,-0.68,0.22,3.55,-11.58,1.41,-0.68,0.66
13490,0.1,0.13,-0.8,0.24,4.79,-21.96,1.35,-0.8,0.72
13495,0.12,0.15,-0.94,0.24,7.62,-57.13,1.23,-0.94,0.75
13501,0.12,0.14,-1.06,0.21,7.23,-51.25,1.16,-1.06,0.74
13506,0.14,0.14,-1.17,0.19,5.83,-32.96,1.0,-1.17,0.75
13512,0.13,0.11,-1.25,0.14,4.34,-17.81,0.87,-1.25,0.69
13517,0.16,0.14,-1.31,0.16,3.74,-13.0,0.84,-1.31,0.74
13522,0.19,0.15,-1.36,0.16,3.29,-9.79,0.79,-1.36,0.75
13528,0.19,0.13,-1.39,0.12,2.85,-7.11,0.7,-1.39,0.73
13533,0.16,0.1,-1.58,0.1,2.27,-4.15,0.64,-1.58,0.63
13539,0.21,0.13,-1.67,0.12,2.12,-3.49,0.65,-1.67,0.69
13544,0.21,0.13,-1.87,0.11,1.8,-2.23,0.59,-1.87,0.66
13549,0.2,0.1,-1.92,0.09,1.65,-1.74,0.51,-1.92,0.58
13555,0.24,0.13,-2.02,0.11,1.59,-1.54,0.53,-2.02,0.63
13560,0.22,0.11,-2.14,0.1,1.49,-1.22,0.51,-2.14,0.59
13565,0.24,0.13,-2.38,0.11,1.35,-0.81,0.53,-2.38,0.62
13571,0.32,0.16,-2.33,0.12,1.36,-0.86,0.51,-2.33,0.67
13576,0.2,0.1,-2.54,0.09,1.25,-0.55,0.5,-2.54,0.52
13582,0.25,0.14,-2.63,0.12,1.21,-0.47,0.54,-2.63,0.61
13587,0.26,0.14,-2.88,0.13,1.1,-0.21,0.56,-2.88,0.64
13592,0.16,0.08,-2.76,0.09,1.14,-0.31,0.48,-2.76,0.43
13598,0.2,0.13,-2.88,0.13,1.1,-0.21,0.62,-2.88,0.58
13603,0.2,0.12,-2.99,0.13,1.06,-0.12,0.6,-2.99,0.56
13608,0.19,0.12,-2.94,0.14,1.08,-0.16,0.63,-2.94,0.57
13614,0.18,0.13,-2.93,0.16,1.08,-0.17,0.74,-2.93,0.59
13619,0.24,0.18,3.08,0.21,0.98,0.05,0.76,3.08,0.67
13625,0.24,0.21,3.07,0.26,0.97,0.05,0.87,3.07,0.7
13630,0.15,0.12,2.75,0.16,0.86,0.25,0.78,2.75,0.56
13635,0.23,0.21,2.74,0.29,0.86,0.26,0.95,2.74,0.7
13641,0.16,0.14,2.63,0.2,0.83,0.32,0.87,2.63,0.6
13646,0.18,0.17,2.51,0.24,0.79,0.38,0.94,2.51,0.65
13652,0.22,0.23,2.6,0.33,0.82,0.33,1.03,2.6,0.72
13657,0.17,0.17,2.4,0.26,0.76,0.42,1.0,2.4,0.65
13662,0.19,0.19,2.38,0.27,0.76,0.43,0.99,2.38,0.69
13668,0.2,0.21,2.37,0.31,0.75,0.43,1.04,2.37,0.72
13673,0.16,0.18,2.21,0.29,0.71,0.5,1.1,2.21,0.68
13678,0.21,0.24,2.2,0.35,0.71,0.5,1.1,2.2,0.74
13684,0.18,0.19,2.13,0.3,0.69,0.53,1.1,2.13,0.71
13689,0.2,0.24,2.11,0.38,0.69,0.52,1.18,2.11,0.75
13695,0.19,0.21,2.04,0.31,0.67,0.55,1.11,2.04,0.74
13700,0.15,0.18,2.08,0.32,0.69,0.53,1.2,2.08,0.68
13705,0.16,0.2,1.94,0.33,0.65,0.58,1.22,1.94,0.73
13711,0.16,0.2,1.99,0.35,0.67,0.55,1.27,1.99,0.72
13716,0.13,0.17,1.87,0.34,0.64,0.59,1.33,1.87,0.69
13722,0.12,0.17,1.86,0.36,0.64,0.59,1.4,1.86,0.67
13727,0.1,0.14,1.85,0.29,0.64,0.59,1.32,1.85,0.62
13732,0.09,0.15,1.65,0.37,0.61,0.63,1.59,1.65,0.63
13738,0.07,0.1,1.55,0.27,0.56,0.68,1.42,1.55,0.51
13743,0.07,0.1,1.56,0.32,0.59,0.66,1.54,1.56,0.5
13748,0.06,0.1,1.4,0.28,0.53,0.72,1.48,1.4,0.51
13754,0.05,0.08,1.06,0.26,0.43,0.81,1.51,1.06,0.47
13759,0.05,0.07,0.93,0.24,0.4,0.84,1.48,0.93,0.47
13765,0.04,0.06,0.71,0.21,0.32,0.89,1.42,0.71,0.42
13770,0.04,0.05,0.5,0.18,0.26,0.93,1.31,0.5,0.38
13775,0.05,0.07,0.17,0.19,0.68,0.53,1.51,0.17,0.54
13781,0.05,0.08,0.28,0.21,0.56,0.69,1.54,0.28,0.56
13786,0.05,0.08,0.23,0.2,0.62,0.62,1.54,0.23,0.59
13792,0.06,0.08,-0.06,0.15,1.19,-0.41,1.33,-0.06,0.65
13797,0.04,0.05,-0.25,0.1,2.63,-5.9,1.16,-0.25,0.57
13802,0.06,0.07,-0.23,0.11,2.57,-5.61,1.11,-0.23,0.69
13808,0.07,0.08,-0.39,0.11,8.92,-78.53,1.04,-0.39,0.76
13813,0.08,0.08,-0.34,0.11,6.15,-36.8,1.03,-0.34,0.79
13818,0.09,0.08,-0.46,0.1,10.57,-110.7,0.92,-0.46,0.8
13824,0.09,0.07,-0.53,0.08,5.01,-24.07,0.84,-0.53,0.78
13829,0.11,0.08,-0.58,0.07,2.86,-7.17,0.71,-0.58,0.79
13835,0.11,0.07,-0.65,0.06,2.31,-4.32,0.64,-0.65,0.77
13840,0.11,0.06,-0.77,0.04,1.82,-2.32,0.54,-0.77,0.69
13845,0.09,0.04,-0.84,0.03,1.5,-1.26,0.42,-0.84,0.56
13851,0.12,0.03,-0.76,0.02,1.25,-0.56,0.28,-0.76,0.43
13856,0.11,0.04,-0.77,0.02,1.33,-0.76,0.33,-0.77,0.5
13861,0.17,0.03,-0.81,0.02,1.16,-0.34,0.2,-0.81,0.33
13867,0.13,0.03,-0.75,0.02,1.18,-0.39,0.23,-0.75,0.36
13872,0.14,0.01,-0.5,0.02,1.03,-0.05,0.06,-0.5,0.04
13878,0.17,0.02,-0.26,0.02,1.03,-0.06,0.12,-0.26,0.15
13883,0.15,0.01,-0.66,0.02,1.05,-0.09,0.09,-0.66,0.07
13888,0.19,0.01,0.17,0.02,0.99,0.02,0.07,0.17,0.06
13894,0.25,0.02,1.08,0.02,0.94,0.12,0.09,1.08,0.13
13899,0.2,0.02,0.76,0.02,0.96,0.08,0.08,0.76,0.08
13905,0.17,0.01,1.39,0.02,0.97,0.07,0.05,1.39,0.03
13910,0.19,0.02,1.48,0.02,0.93,0.13,0.1,1.48,0.11
13915,0.22,0.03,1.86,0.03,0.91,0.17,0.16,1.86,0.22
13921,0.17,0.03,1.69,0.02,0.91,0.17,0.16,1.69,0.17
13926,0.17,0.03,1.73,0.03,0.9,0.19,0.18,1.73,0.22
13931,0.18,0.03,1.74,0.02,0.91,0.18,0.17,1.74,0.21
13937,0.14,0.03,1.88,0.03,0.89,0.22,0.26,1.88,0.28
13942,0.11,0.03,1.69,0.03,0.86,0.25,0.29,1.69,0.28
13948,0.13,0.03,1.95,0.03,0.89,0.21,0.27,1.95,0.28
13953,0.15,0.03,1.74,0.03,0.89,0.21,0.23,1.74,0.28
13958,0.15,0.04,1.75,0.03,0.88,0.23,0.29,1.75,0.34
13964,0.14,0.05,1.46,0.03,0.84,0.29,0.33,1.46,0.45
13969,0.14,0.05,1.52,0.04,0.85,0.27,0.33,1.52,0.41
13975,0.1,0.04,1.62,0.04,0.85,0.27,0.36,1.62,0.35
13980,0.13,0.05,1.53,0.04,0.85,0.28,0.37,1.53,0.44
13985,0.1,0.04,1.6,0.04,0.85,0.28,0.41,1.6,0.39
13991,0.11,0.04,1.6,0.04,0.86,0.26,0.38,1.6,0.37
13996,0.1,0.04,1.59,0.04,0.86,0.26,0.39,1.59,0.36
14001,0.1,0.04,1.74,0.04,0.88,0.23,0.39,1.74,0.34
14007,0.11,0.04,1.51,0.04,0.87,0.24,0.35,1.51,0.38
14012,0.1,0.04,1.65,0.05,0.87,0.25,0.43,1.65,0.4
14018,0.09,0.03,1.66,0.04,0.88,0.22,0.39,1.66,0.33
14023,0.07,0.03,1.73,0.04,0.9,0.19,0.36,1.73,0.22
14028,0.07,0.02,1.78,0.03,0.92,0.16,0.29,1.78,0.17
14034,0.08,0.03,1.65,0.05,0.89,0.21,0.43,1.65,0.3
14039,0.07,0.03,1.83,0.05,0.91,0.17,0.4,1.83,0.24
14045,0.05,0.02,1.56,0.04,0.9,0.18,0.35,1.56,0.15
14050,0.06,0.03,1.44,0.04,0.88,0.23,0.48,1.44,0.29
14055,0.05,0.01,1.71,0.04,0.93,0.14,0.3,1.71,0.11
14061,0.05,0.02,1.6,0.04,0.93,0.14,0.31,1.6,0.14
14066,0.04,0.01,1.23,0.04,0.93,0.14,0.27,1.23,0.08
14071,0.04,0.01,1.25,0.04,0.93,0.13,0.27,1.25,0.06
14077,0.03,0.01,0.62,0.05,0.87,0.24,0.46,0.62,0.13
14082,0.04,0.02,0.69,0.04,0.86,0.27,0.52,0.69,0.25
14088,0.03,0.02,0.48,0.04,0.87,0.24,0.51,0.48,0.22
14093,0.03,0.01,0.61,0.03,0.91,0.18,0.43,0.61,0.18
14098,0.04,0.02,0.68,0.04,0.88,0.22,0.52,0.68,0.24
14104,0.03,0.02,0.3,0.04,0.87,0.25,0.61,0.3,0.3
14109,0.04,0.02,0.66,0.05,0.86,0.25,0.63,0.66,0.31
14115,0.03,0.02,0.46,0.04,0.88,0.22,0.59,0.46,0.33
14120,0.04,0.02,0.68,0.03,0.91,0.18,0.57,0.68,0.35
14125,0.03,0.02,0.33,0.04,0.9,0.19,0.62,0.33,0.34
14131,0.04,0.03,0.33,0.05,0.78,0.38,0.87,0.33,0.55
14136,0.03,0.02,0.17,0.03,0.96,0.08,0.58,0.17,0.27
14141,0.04,0.03,0.53,0.04,0.92,0.15,0.7,0.53,0.46
14147,0.03,0.03,0.26,0.04,0.92,0.16,0.75,0.26,0.5
14152,0.03,0.02,0.19,0.03,0.97,0.05,0.63,0.19,0.4
14158,0.03,0.02,0.05,0.04,0.99,0.02,0.69,0.05,0.41
14163,0.04,0.03,0.15,0.04,0.99,0.03,0.78,0.15,0.58
14168,0.03,0.02,-0.02,0.02,1.0,0.0,0.54,-0.02,0.41
14174,0.04,0.03,0.03,0.03,1.01,-0.01,0.71,0.03,0.56
14179,0.03,0.02,-0.05,0.03,0.99,0.02,0.67,-0.05,0.52
14184,0.04,0.02,-0.06,0.03,0.98,0.04,0.66,-0.06,0.62
14190,0.03,0.02,0.04,0.02,1.01,-0.02,0.62,0.04,0.62
14195,0.04,0.03,0.02,0.03,1.01,-0.02,0.73,0.02,0.68
14201,0.04,0.03,-0.05,0.03,0.97,0.06,0.7,-0.05,0.67
14206,0.05,0.04,0.02,0.04,1.03,-0.06,0.76,0.02,0.73
14211,0.05,0.04,-0.06,0.04,0.89,0.21,0.79,-0.06,0.76
14217,0.06,0.05,-0.05,0.05,0.87,0.25,0.81,-0.05,0.77
14222,0.07,0.05,-0.05,0.05,0.86,0.26,0.81,-0.05,0.8
14228,0.06,0.05,-0.04,0.05,0.93,0.13,0.76,-0.04,0.78
14233,0.08,0.06,-0.03,0.05,0.96,0.08,0.73,-0.03,0.82
14238,0.06,0.04,-0.06,0.04,0.92,0.15,0.71,-0.06,0.77
14244,0.07,0.05,-0.09,0.04,0.92,0.15,0.64,-0.09,0.81
14249,0.06,0.04,0.01,0.03,1.01,-0.02,0.65,0.01,0.78
14254,0.07,0.04,-0.05,0.03,0.97,0.07,0.58,-0.05,0.77
14260,0.06,0.03,-0.05,0.02,0.97,0.06,0.54,-0.05,0.73
14265,0.07,0.04,-0.02,0.03,0.98,0.03,0.56,-0.02,0.75
14271,0.06,0.03,0.04,0.02,1.02,-0.05,0.52,0.04,0.72
14276,0.06,0.03,-0.11,0.03,0.91,0.16,0.56,-0.11,0.74
14281,0.06,0.03,0.04,0.02,1.02,-0.04,0.47,0.04,0.67
14287,0.09,0.03,-0.1,0.02,0.97,0.06,0.38,-0.1,0.6
14292,0.05,0.02,0.1,0.02,1.03,-0.05,0.34,0.1,0.39
14298,0.08,0.03,0.28,0.02,1.08,-0.16,0.35,0.28,0.52
14303,0.07,0.02,0.32,0.02,1.09,-0.19,0.35,0.32,0.47
14308,0.06,0.02,0.35,0.02,1.09,-0.19,0.33,0.35,0.41
14314,0.05,0.02,0.27,0.02,1.09,-0.19,0.37,0.27,0.44
14319,0.05,0.02,0.33,0.02,1.09,-0.19,0.34,0.33,0.34
14324,0.05,0.02,0.52,0.02,1.12,-0.26,0.31,0.52,0.3
14330,0.05,0.02,0.47,0.02,1.14,-0.3,0.35,0.47,0.36
14335,0.04,0.01,0.41,0.02,1.11,-0.24,0.32,0.41,0.27
14341,0.04,0.02,0.66,0.02,1.2,-0.44,0.36,0.66,0.27
14346,0.04,0.01,0.56,0.02,1.21,-0.45,0.38,0.56,0.25
14351,0.04,0.02,0.54,0.02,1.26,-0.59,0.43,0.54,0.34
14357,0.04,0.01,0.42,0.02,1.15,-0.33,0.35,0.42,0.3
14362,0.03,0.01,0.46,0.02,1.22,-0.49,0.4,0.46,0.23
14368,0.03,0.02,0.53,0.02,1.44,-1.06,0.52,0.53,0.4
14373,0.03,0.01,0.37,0.02,1.19,-0.41,0.39,0.37,0.25
14378,0.03,0.01,0.01,0.02,1.0,-0.01,0.4,0.01,0.23
14384,0.03,0.01,0.19,0.02,1.18,-0.38,0.48,0.19,0.29
14389,0.03,0.01,0.09,0.02,1.1,-0.21,0.52,0.09,0.36
14394,0.03,0.01,-0.24,0.02,0.79,0.38,0.51,-0.24,0.39
14400,0.03,0.02,-0.08,0.02,0.88,0.22,0.58,-0.08,0.42
14405,0.03,0.02,-0.02,0.02,0.96,0.07,0.58,-0.02,0.52
14411,0.03,0.02,-0.11,0.02,0.79,0.37,0.64,-0.11,0.49
14416,0.03,0.02,-0.07,0.03,0.81,0.35,0.72,-0.07,0.52
14421,0.03,0.02,-0.14,0.03,0.71,0.5,0.68,-0.14,0.44
14427,0.04,0.03,-0.11,0.04,0.64,0.59,0.8,-0.11,0.63
14432,0.03,0.02,-0.19,0.03,0.64,0.59,0.67,-0.19,0.47
14438,0.04,0.03,-0.16,0.03,0.59,0.66,0.76,-0.16,0.65
14443,0.05,0.04,-0.26,0.04,0.48,0.77,0.73,-0.26,0.72
14448,0.04,0.03,-0.22,0.03,0.67,0.55,0.62,-0.22,0.66
14454,0.04,0.03,-0.18,0.02,0.73,0.47,0.6,-0.18,0.68
14459,0.06,0.04,-0.07,0.03,0.88,0.23,0.62,-0.07,0.75
14464,0.06,0.04,-0.02,0.03,0.96,0.07,0.62,-0.02,0.77
14470,0.07,0.04,0.08,0.03,1.17,-0.36,0.61,0.08,0.79
14475,0.06,0.04,0.15,0.03,1.32,-0.75,0.61,0.15,0.77
14481,0.06,0.04,0.16,0.03,1.37,-0.87,0.62,0.16,0.75
14486,0.06,0.04,0.17,0.03,1.49,-1.22,0.67,0.17,0.75
14491,0.06,0.04,0.14,0.04,1.48,-1.18,0.71,0.14,0.8
14497,0.04,0.03,0.19,0.04,1.89,-2.58,0.78,0.19,0.71
14502,0.06,0.04,0.07,0.04,1.26,-0.58,0.75,0.07,0.79
14507,0.05,0.04,0.19,0.05,1.89,-2.59,0.79,0.19,0.75
14513,0.06,0.04,0.11,0.04,1.45,-1.11,0.78,0.11,0.78
14518,0.06,0.04,0.02,0.04,1.05,-0.1,0.69,0.02,0.77
14524,0.06,0.04,-0.01,0.03,0.99,0.02,0.64,-0.01,0.78
14529,0.08,0.05,0.05,0.04,1.11,-0.23,0.6,0.05,0.8
14534,0.07,0.04,0.24,0.04,1.67,-1.8,0.65,0.24,0.78
14540,0.07,0.04,0.15,0.03,1.31,-0.72,0.6,0.15,0.78
14545,0.08,0.06,0.26,0.05,1.92,-2.68,0.71,0.26,0.82
14551,0.07,0.05,0.22,0.04,1.7,-1.88,0.69,0.22,0.81
14556,0.08,0.06,0.27,0.06,2.18,-3.75,0.75,0.27,0.83
14561,0.07,0.06,0.23,0.05,1.99,-2.95,0.77,0.23,0.81
14567,0.09,0.07,0.22,0.07,1.97,-2.89,0.78,0.22,0.86
14572,0.11,0.09,0.15,0.07,1.52,-1.3,0.76,0.15,0.89
14577,0.09,0.07,0.09,0.06,1.3,-0.68,0.76,0.09,0.86
14583,0.1,0.08,0.08,0.07,1.25,-0.57,0.78,0.08,0.87
14588,0.1,0.07,-0.01,0.06,0.97,0.06,0.74,-0.01,0.87
14594,0.1,0.06,0.03,0.05,1.05,-0.11,0.61,0.03,0.86
14599,0.08,0.05,0.07,0.03,1.12,-0.26,0.57,0.07,0.8
14604,0.08,0.04,0.17,0.02,1.23,-0.51,0.48,0.17,0.73
14610,0.06,0.03,0.28,0.03,1.71,-1.93,0.62,0.28,0.7
14615,0.04,0.03,0.16,0.02,1.32,-0.73,0.59,0.16,0.68
14621,0.06,0.04,0.34,0.03,1.84,-2.38,0.61,0.34,0.72
14626,0.04,0.03,0.41,0.03,2.23,-3.97,0.65,0.41,0.64
14631,0.04,0.02,0.34,0.02,1.81,-2.29,0.61,0.34,0.59
14637,0.04,0.02,0.18,0.02,1.42,-1.02,0.64,0.18,0.64
14642,0.05,0.03,0.11,0.03,1.27,-0.62,0.66,0.11,0.73
14647,0.05,0.03,0.11,0.02,1.2,-0.43,0.57,0.11,0.7
14653,0.05,0.03,0.01,0.02,1.02,-0.04,0.59,0.01,0.71
14658,0.05,0.03,0.07,0.02,1.13,-0.28,0.57,0.07,0.71
14664,0.05,0.03,0.29,0.02,1.4,-0.95,0.47,0.29,0.57
14669,0.05,0.02,0.5,0.02,1.8,-2.24,0.5,0.5,0.53
14674,0.05,0.03,0.4,0.03,1.83,-2.36,0.56,0.4,0.61
14680,0.04,0.02,0.36,0.02,1.77,-2.13,0.57,0.36,0.54
14685,0.05,0.03,0.5,0.03,2.51,-5.31,0.64,0.5,0.62
14691,0.04,0.02,0.38,0.02,1.8,-2.25,0.57,0.38,0.56
14696,0.05,0.03,0.4,0.03,1.92,-2.68,0.59,0.4,0.6
14701,0.03,0.02,0.34,0.02,1.77,-2.13,0.6,0.34,0.51
14707,0.04,0.03,0.49,0.03,2.6,-5.74,0.67,0.49,0.58
14712,0.04,0.02,0.43,0.03,2.02,-3.06,0.59,0.43,0.5
14717,0.03,0.02,0.35,0.02,1.75,-2.07,0.58,0.35,0.48
14723,0.03,0.02,0.24,0.02,1.49,-1.23,0.59,0.24,0.49
14728,0.03,0.02,0.24,0.02,1.4,-0.97,0.53,0.24,0.46
14734,0.03,0.01,0.16,0.02,1.24,-0.55,0.52,0.16,0.44
14739,0.03,0.02,0.05,0.02,1.08,-0.16,0.55,0.05,0.47
14744,0.03,0.02,0.13,0.02,1.23,-0.5,0.59,0.13,0.47
14750,0.03,0.02,0.01,0.03,1.03,-0.05,0.67,0.01,0.58
14755,0.04,0.03,0.02,0.03,1.05,-0.11,0.77,0.02,0.63
14761,0.03,0.02,0.07,0.03,1.15,-0.32,0.71,0.07,0.59
14766,0.04,0.03,0.09,0.03,1.2,-0.45,0.74,0.09,0.62
14771,0.04,0.03,0.09,0.03,1.18,-0.39,0.68,0.09,0.66
14777,0.04,0.03,0.12,0.03,1.26,-0.59,0.72,0.12,0.68
14782,0.05,0.03,0.26,0.03,1.65,-1.73,0.7,0.26,0.69
14787,0.05,0.04,0.21,0.04,1.55,-1.4,0.75,0.21,0.71
14793,0.04,0.03,0.21,0.03,1.53,-1.36,0.75,0.21,0.67
14798,0.04,0.03,0.27,0.04,1.8,-2.24,0.8,0.27,0.67
14804,0.04,0.03,0.35,0.04,2.07,-3.28,0.77,0.35,0.65
14809,0.04,0.04,0.38,0.05,2.38,-4.66,0.86,0.38,0.63
14814,0.05,0.04,0.65,0.05,4.38,-18.17,0.79,0.65,0.54
14820,0.04,0.03,0.62,0.05,4.03,-15.22,0.79,0.62,0.48
14825,0.04,0.03,0.17,0.06,1.45,-1.11,0.94,0.17,0.48
14830,0.04,0.04,0.34,0.09,2.11,-3.47,1.1,0.34,0.54
14836,0.05,0.06,0.01,0.11,1.03,-0.06,1.23,0.01,0.67
14841,0.06,0.07,-0.06,0.1,0.89,0.21,1.14,-0.06,0.73
14847,0.08,0.09,0.04,0.14,1.09,-0.19,1.18,0.04,0.8
